,id,kickoff_time,kickoff_time_formatted,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,element,fixture,opponent_team
12982,13655,2019-02-02T15:00:00Z,02 Feb 15:00,1,1,False,25,0,44,30,2131,59,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,242,4
12983,14263,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,True,26,0,44,87,2224,136,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,257,5
12984,14772,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,False,27,0,44,61,2387,132,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,261,1
12985,15347,2019-02-27T19:45:00Z,27 Feb 19:45,2,0,True,28,0,44,29,2372,65,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,280,9
12986,15952,2019-03-02T15:00:00Z,02 Mar 15:00,3,2,False,29,0,44,18,2400,65,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,286,14
12987,16558,2019-03-09T15:00:00Z,09 Mar 15:00,2,1,True,30,1,44,12,2432,65,53,0,0,45,0,0,0,0,0,0,0,0,0,0,0,6,5.4,2.6,27.0,3.5,0,0,0,0,4,0,0,0,13,11,0,0,0,0,0,0,0,0,2,342,300,17
12988,17620,2019-03-30T15:00:00Z,30 Mar 15:00,0,1,False,32,1,44,3,2467,49,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2.0,1.1,0.0,0.3,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,342,312,3
12989,18268,2019-04-05T19:00:00Z,05 Apr 20:00,1,3,True,33,1,44,-3,2439,26,29,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.5,2.0,0.3,0,0,0,0,1,0,0,0,6,5,0,0,0,0,3,0,0,0,0,342,327,12
12990,18793,2019-04-13T14:00:00Z,13 Apr 15:00,3,1,True,34,5,44,-3,2438,39,42,0,0,60,0,1,0,1,0,0,0,0,0,0,0,14,14.2,13.9,7.0,3.5,0,0,1,1,7,1,0,0,11,11,0,1,0,0,2,0,2,1,1,342,338,20
12991,19527,2019-04-20T16:30:00Z,20 Apr 17:30,3,1,False,35,1,44,374,2891,449,75,0,0,45,0,0,0,2,0,0,0,0,0,0,0,1,0.0,0.4,20.0,2.0,0,0,0,1,4,0,0,0,9,3,0,0,0,0,3,0,0,0,0,342,348,15
12992,19526,2019-04-23T18:45:00Z,23 Apr 19:45,1,1,False,35,1,44,374,2891,449,75,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,1,0,0,0,342,308,18
12993,20278,2019-04-27T14:00:00Z,27 Apr 15:00,3,3,True,36,0,44,-30,2798,60,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,358,2
12994,20893,2019-05-04T14:00:00Z,04 May 15:00,3,0,False,37,0,44,-65,2737,22,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,369,19
12995,21509,2019-05-12T14:00:00Z,12 May 15:00,1,1,True,38,1,44,-19,2717,51,70,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,378,10
12996,343,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,True,1,3,55,0,24948,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,10.0,13.4,38.0,6.1,0,0,0,0,5,1,0,0,32,28,0,0,0,0,4,0,0,0,5,343,8,4
12997,868,2018-08-18T14:00:00Z,18 Aug 15:00,2,1,False,2,2,55,-1559,26113,1659,3218,0,0,90,0,0,0,2,0,0,0,0,0,0,0,0,0.0,2.9,5.0,0.7,0,0,0,0,4,0,0,0,25,19,0,0,0,0,6,0,1,1,1,343,16,8
12998,1395,2018-08-25T14:00:00Z,25 Aug 15:00,1,2,True,3,2,55,-2877,23776,1442,4319,0,0,90,0,0,0,2,0,0,0,0,0,0,0,12,10.4,23.4,18.0,5.2,0,1,0,2,5,1,0,0,43,32,0,0,0,0,3,0,0,0,3,343,28,11
12999,1926,2018-09-01T14:00:00Z,01 Sep 15:00,0,2,False,4,3,54,-2235,22057,1057,3292,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,17.0,23.3,37.0,7.7,0,1,0,1,2,1,0,0,37,30,0,0,0,0,3,0,0,0,4,343,35,7
13000,2463,2018-09-17T19:00:00Z,17 Sep 20:00,2,2,True,5,2,54,639,23335,3328,2689,0,0,90,0,0,0,2,0,0,0,0,0,0,0,13,14.8,40.6,22.0,7.7,0,2,1,1,3,3,0,0,25,19,0,0,0,0,4,1,0,1,4,343,47,3
13001,3000,2018-09-22T14:00:00Z,22 Sep 15:00,3,0,False,6,2,54,-2672,20522,478,3150,0,0,90,0,0,0,3,0,0,0,0,0,0,0,10,6.6,8.5,6.0,2.1,0,0,0,3,3,0,1,0,37,32,0,0,0,0,4,0,0,0,0,343,58,12
13002,3538,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,False,7,2,54,-1341,19379,569,1910,0,0,90,0,0,0,2,0,0,0,0,0,0,0,7,17.8,44.4,32.0,9.4,0,0,0,2,7,4,0,0,28,20,0,0,0,1,9,0,0,0,4,343,70,20
13003,4077,2018-10-07T13:15:00Z,07 Oct 14:15,0,3,True,8,2,53,-959,18457,416,1375,0,0,90,0,0,0,3,0,0,0,0,0,0,0,13,17.8,20.0,27.0,6.5,0,1,0,4,5,1,0,0,32,28,0,0,0,0,2,0,0,0,0,343,78,6
13004,4619,2018-10-20T14:00:00Z,20 Oct 15:00,0,0,False,9,3,53,-396,18268,1163,1559,0,0,90,0,0,1,0,0,0,0,0,0,0,0,4,9.8,28.7,5.0,4.4,0,1,1,0,8,2,0,0,37,23,0,0,0,0,5,2,1,3,1,343,82,2
13005,5165,2018-10-27T14:00:00Z,27 Oct 15:00,0,0,True,10,3,53,387,18886,1504,1117,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,14.0,32.5,31.0,7.8,0,2,0,1,7,2,0,0,37,28,0,0,0,0,2,0,1,0,2,343,98,15
13006,5713,2018-11-04T15:00:00Z,04 Nov 15:00,6,1,False,11,2,53,-1487,17232,327,1814,0,0,72,0,0,0,5,0,0,0,0,0,0,0,7,10.0,7.3,6.0,2.3,0,1,0,0,2,0,0,0,24,18,0,0,0,0,1,0,0,0,1,343,107,13
13007,6263,2018-11-10T15:00:00Z,10 Nov 15:00,1,1,True,12,2,53,-389,17004,682,1071,0,0,89,0,0,0,1,0,0,0,0,0,0,0,16,11.8,14.3,4.0,3.0,0,0,0,2,6,1,1,0,30,22,0,0,0,0,3,0,0,0,5,343,120,18
13008,6815,2018-11-24T15:00:00Z,24 Nov 15:00,3,2,False,13,2,53,-343,16725,602,945,0,0,90,0,0,0,3,0,0,0,0,0,0,0,15,21.2,41.7,22.0,8.5,0,1,0,0,6,3,0,0,45,37,0,0,0,0,4,0,0,1,4,343,125,9
13009,7368,2018-12-01T17:30:00Z,01 Dec 17:30,2,2,True,14,2,52,-475,16232,280,755,0,0,90,0,0,0,2,0,0,0,0,0,0,0,9,16.4,46.4,32.0,9.5,0,1,0,0,4,3,2,0,35,20,0,0,0,0,6,0,2,1,3,343,140,14
13010,7924,2018-12-05T20:00:00Z,05 Dec 20:00,3,1,False,15,2,52,355,16669,1066,711,0,0,90,0,0,0,3,0,0,0,0,0,0,0,10,9.2,9.8,28.0,4.7,0,1,0,1,3,0,0,0,42,34,0,0,0,0,4,0,0,0,2,343,150,17
13011,8482,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,False,16,2,52,1363,18335,2034,671,0,0,90,0,0,0,1,0,0,0,0,0,0,0,1,3.0,8.2,10.0,2.1,0,0,0,0,2,0,0,0,33,23,0,0,0,0,5,0,0,1,1,343,154,5
13012,9041,2018-12-16T13:30:00Z,16 Dec 13:30,3,2,True,17,5,52,-876,17218,424,1300,0,0,62,0,1,0,2,0,0,0,0,0,0,0,19,25.2,38.3,20.0,8.4,0,1,0,2,5,3,1,0,26,23,0,0,0,0,2,0,0,3,1,343,167,1
13013,9603,2018-12-22T15:00:00Z,22 Dec 15:00,1,3,False,18,13,52,-511,16751,880,1391,0,0,90,1,1,0,1,0,0,0,0,0,0,3,34,50.8,17.8,30.0,9.9,0,0,1,1,5,1,2,0,40,31,0,0,0,0,6,0,3,2,1,343,176,10
13014,10168,2018-12-27T19:45:00Z,27 Dec 19:45,1,2,True,19,7,52,18334,36981,19768,1434,0,0,90,1,0,0,2,0,0,0,0,0,0,0,20,50.6,19.3,67.0,13.7,0,1,0,2,1,1,0,0,37,27,0,1,0,0,5,1,0,2,2,343,188,19
13015,10736,2018-12-30T14:15:00Z,30 Dec 14:15,1,3,True,20,1,52,7057,43108,11101,4044,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,4.6,10.5,0.0,1.5,0,0,0,1,1,1,1,0,8,6,0,0,0,0,3,0,0,0,1,343,198,13
13016,11304,2019-01-02T19:45:00Z,02 Jan 19:45,0,0,False,21,3,52,752,43915,7210,6458,0,0,90,0,0,1,0,0,0,0,0,0,0,0,2,5.0,2.7,0.0,0.8,0,0,0,1,8,0,0,0,29,19,0,0,0,0,5,1,0,1,1,343,204,6
13017,11874,2019-01-12T15:00:00Z,12 Jan 15:00,1,2,False,22,2,52,28319,73814,39543,11224,0,0,90,0,0,0,1,0,0,0,0,0,0,0,13,11.6,12.2,2.0,2.6,0,0,0,4,4,1,1,0,12,7,0,0,0,0,1,1,0,0,3,343,217,11
13018,12448,2019-01-19T15:00:00Z,19 Jan 15:00,2,1,True,23,2,52,24033,99246,41172,17139,0,0,85,0,0,1,0,0,0,0,1,0,0,0,-6,0.0,4.0,12.0,1.1,0,0,0,1,2,0,0,0,16,13,0,0,0,0,4,1,2,3,1,343,228,8
13019,13027,2019-01-30T19:45:00Z,30 Jan 19:45,1,1,True,24,2,52,8455,107635,18682,10227,0,0,90,0,0,0,1,0,0,0,0,0,0,0,2,3.6,13.6,5.0,2.2,0,0,0,0,2,1,0,0,23,13,0,0,0,0,4,2,1,0,2,343,239,7
13020,13656,2019-02-02T15:00:00Z,02 Feb 15:00,1,1,False,25,11,53,-7558,98125,4117,11675,0,0,86,1,0,1,0,0,0,0,0,0,0,3,27,46.0,34.5,11.0,9.2,0,0,0,0,1,3,1,0,27,22,0,0,0,0,5,0,0,2,5,343,242,4
13021,14264,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,True,26,1,53,57621,160387,63043,5422,0,0,90,0,0,0,2,0,0,0,1,0,0,0,4,11.8,4.7,32.0,4.9,0,0,0,0,5,0,0,0,38,26,0,0,0,0,5,0,1,1,7,343,257,5
13022,14773,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,False,27,2,53,-5439,150392,12275,17714,0,0,90,0,0,0,2,0,0,0,0,0,0,0,1,8.4,26.7,23.0,5.8,0,1,0,1,3,2,0,0,15,11,0,1,0,0,3,1,0,2,0,343,261,1
13023,15348,2019-02-27T19:45:00Z,27 Feb 19:45,2,0,True,28,6,53,9078,163780,17353,8275,0,0,90,0,1,1,0,0,0,0,0,0,0,0,13,6.6,26.2,33.0,6.6,0,0,0,0,4,2,0,0,31,24,0,0,0,0,3,1,3,1,1,343,280,9
13024,15953,2019-03-02T15:00:00Z,02 Mar 15:00,3,2,False,29,2,53,-14831,148213,5390,20221,0,0,90,0,0,0,3,0,0,0,0,0,0,0,9,14.6,33.1,9.0,5.7,0,2,0,0,12,2,0,0,36,24,0,0,0,0,4,0,1,1,1,343,286,14
13025,16559,2019-03-09T15:00:00Z,09 Mar 15:00,2,1,True,30,1,53,-9855,138648,5719,15574,0,0,90,0,0,0,1,0,0,0,1,0,0,0,-4,6.4,4.8,24.0,3.5,0,0,0,3,4,0,1,0,22,16,0,2,0,0,7,0,3,0,5,343,300,17
13026,17621,2019-03-30T15:00:00Z,30 Mar 15:00,0,1,False,32,6,53,-9849,111677,3297,13146,0,0,88,0,1,1,0,0,0,0,0,0,0,0,18,24.6,14.7,29.0,6.8,0,0,1,2,5,1,0,0,22,16,0,0,0,0,3,0,1,0,1,343,312,3
13027,18269,2019-04-05T19:00:00Z,05 Apr 20:00,1,3,True,33,2,53,7678,123307,11140,3462,0,0,90,0,0,0,3,0,0,0,0,0,0,0,8,5.8,4.3,12.0,2.2,0,0,0,0,5,0,1,0,34,22,0,0,0,0,2,1,0,0,2,343,327,12
13028,18794,2019-04-13T14:00:00Z,13 Apr 15:00,3,1,True,34,15,53,8997,131924,23880,14883,0,0,90,2,0,0,1,0,0,0,0,0,0,3,47,81.4,4.6,75.0,16.1,0,0,0,3,5,0,0,1,22,17,0,0,0,0,3,0,0,1,4,343,338,20
13029,19529,2019-04-20T16:30:00Z,20 Apr 17:30,3,1,False,35,2,54,159633,304503,166375,6742,0,0,90,0,0,0,3,0,0,0,0,0,0,0,4,11.8,38.0,25.0,7.5,0,0,0,2,4,3,0,0,25,23,0,0,0,0,9,0,1,0,3,343,348,15
13030,19528,2019-04-23T18:45:00Z,23 Apr 19:45,1,1,False,35,2,54,159633,304503,166375,6742,0,0,90,0,0,0,1,0,0,0,0,0,0,0,10,23.8,31.6,78.0,13.3,0,2,1,2,9,2,0,0,32,25,0,1,0,0,5,2,0,0,1,343,308,18
13031,20279,2019-04-27T14:00:00Z,27 Apr 15:00,3,3,True,36,5,54,13278,306094,30986,17708,0,0,90,0,1,0,3,0,0,0,0,0,0,0,15,20.8,14.7,44.0,8.0,0,0,1,2,3,1,1,0,27,24,0,1,0,0,3,0,4,0,2,343,358,2
13032,20894,2019-05-04T14:00:00Z,04 May 15:00,3,0,False,37,1,54,13338,319429,30669,17331,0,0,45,0,0,0,2,0,0,0,0,0,0,0,-1,1.8,5.8,73.0,8.1,0,0,0,0,2,0,0,0,19,12,0,0,0,0,2,1,1,0,0,343,369,19
13033,21510,2019-05-12T14:00:00Z,12 May 15:00,1,1,True,38,10,55,115696,441356,129572,13876,0,0,90,1,0,0,1,0,0,0,0,0,0,3,38,60.4,74.8,23.0,15.8,0,2,1,0,7,6,0,0,42,33,0,0,0,0,6,0,0,2,7,343,378,10
13034,344,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,True,1,3,50,0,9971,0,0,0,0,90,0,0,1,0,0,0,0,0,0,0,0,7,7.8,8.8,53.0,7.0,0,0,0,1,1,0,1,0,46,40,0,0,0,0,1,0,1,4,1,344,8,4
13035,869,2018-08-18T14:00:00Z,18 Aug 15:00,2,1,False,2,4,50,-1,12024,1484,1485,0,0,90,0,1,0,2,0,0,0,1,0,0,0,13,21.4,10.9,7.0,3.9,0,0,1,6,2,1,0,0,20,15,0,0,0,0,2,0,2,2,0,344,16,8
13036,1396,2018-08-25T14:00:00Z,25 Aug 15:00,1,2,True,3,2,50,4059,18504,7201,3142,0,0,90,0,0,0,2,0,0,0,0,0,0,0,10,16.6,5.8,4.0,2.6,0,0,0,4,1,0,0,0,60,57,0,0,0,0,3,0,0,1,0,344,28,11
13037,1927,2018-09-01T14:00:00Z,01 Sep 15:00,0,2,False,4,3,50,-39,18955,2633,2672,0,0,90,0,0,1,0,0,0,0,0,0,0,0,13,21.6,6.6,0.0,2.8,0,1,0,8,5,0,0,0,45,36,0,0,0,0,3,0,0,0,0,344,35,7
13038,2464,2018-09-17T19:00:00Z,17 Sep 20:00,2,2,True,5,2,50,3194,23641,6214,3020,0,0,90,0,0,0,2,0,0,0,0,0,0,0,20,17.6,2.4,0.0,2.0,0,0,0,6,9,0,3,0,64,53,0,0,0,0,4,0,0,1,3,344,47,3
13039,3001,2018-09-22T14:00:00Z,22 Sep 15:00,3,0,False,6,1,50,-2315,20936,848,3163,0,0,90,0,0,0,3,0,0,0,1,0,0,0,4,4.4,4.1,18.0,2.7,0,0,0,1,7,0,0,0,50,43,0,0,0,1,4,0,0,1,1,344,58,12
13040,3539,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,False,7,2,50,-1876,19192,327,2203,0,0,90,0,0,0,2,0,0,0,0,0,0,0,11,6.6,4.9,1.0,1.3,0,0,0,1,7,0,1,0,66,60,0,0,0,0,4,0,1,1,1,344,70,20
13041,4078,2018-10-07T13:15:00Z,07 Oct 14:15,0,3,True,8,1,50,-1156,18114,244,1400,0,0,90,0,0,0,3,0,0,0,1,0,0,0,10,24.2,37.1,13.0,7.4,0,1,0,7,4,3,1,0,29,25,0,0,0,0,2,0,1,2,2,344,78,6
13042,4620,2018-10-20T14:00:00Z,20 Oct 15:00,0,0,False,9,2,50,-1186,17098,350,1536,0,0,65,0,0,1,0,0,0,0,1,0,0,0,7,10.8,1.4,8.0,2.0,0,0,0,3,3,0,2,0,23,19,0,0,0,0,0,0,0,2,0,344,82,2
13043,5166,2018-10-27T14:00:00Z,27 Oct 15:00,0,0,True,10,3,50,-2025,15057,60,2085,0,0,90,0,0,1,0,0,0,0,0,0,0,0,17,12.6,13.5,5.0,3.1,0,0,0,6,16,1,2,0,44,38,0,0,0,0,2,0,2,2,0,344,98,15
13044,5714,2018-11-04T15:00:00Z,04 Nov 15:00,6,1,False,11,2,49,-687,14483,241,928,0,0,90,0,0,0,6,0,0,0,0,0,0,0,15,15.4,2.6,22.0,4.0,0,0,0,5,9,0,0,0,42,34,0,0,0,0,0,0,2,2,4,344,107,13
13045,6264,2018-11-10T15:00:00Z,10 Nov 15:00,1,1,True,12,2,49,-748,13796,184,932,0,0,90,0,0,0,1,0,0,0,0,0,0,0,11,24.2,11.3,6.0,4.2,0,0,0,10,8,1,0,0,37,27,0,0,0,0,2,1,0,2,0,344,120,18
13046,6816,2018-11-24T15:00:00Z,24 Nov 15:00,3,2,False,13,2,49,-680,13173,128,808,0,0,90,0,0,0,3,0,0,0,0,0,0,0,20,12.8,16.8,5.0,3.5,0,0,0,1,11,1,3,0,78,72,0,0,0,0,1,0,2,1,2,344,125,9
13047,7369,2018-12-01T17:30:00Z,01 Dec 17:30,2,2,True,14,5,48,-65,13184,237,302,0,0,90,0,1,0,2,0,0,0,1,0,0,1,29,25.0,18.2,16.0,5.9,0,1,0,4,6,1,3,0,38,37,0,0,0,0,3,0,0,1,3,344,140,14
13048,7925,2018-12-05T20:00:00Z,05 Dec 20:00,3,1,False,15,0,48,-380,12803,306,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,150,17
13049,8483,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,False,16,2,48,106,13022,487,381,0,0,90,0,0,0,1,0,0,0,0,0,0,0,10,5.4,6.3,10.0,2.2,0,0,0,2,8,0,1,0,46,37,0,0,0,0,2,0,1,3,1,344,154,5
13050,9042,2018-12-16T13:30:00Z,16 Dec 13:30,3,2,True,17,0,48,-207,12849,282,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,167,1
13051,9604,2018-12-22T15:00:00Z,22 Dec 15:00,1,3,False,18,1,48,-580,12262,87,667,0,0,21,0,0,0,0,0,0,0,0,0,0,0,7,5.2,11.8,2.0,1.9,0,0,0,0,1,1,1,0,7,5,0,0,0,0,0,0,0,0,1,344,176,10
13052,10169,2018-12-27T19:45:00Z,27 Dec 19:45,1,2,True,19,2,48,-139,12202,275,414,0,0,86,0,0,0,2,0,0,0,0,0,0,0,17,20.2,6.0,2.0,2.8,0,1,0,2,7,0,2,0,42,35,0,0,0,0,2,0,0,1,2,344,188,19
13053,10737,2018-12-30T14:15:00Z,30 Dec 14:15,1,3,True,20,1,48,-204,12033,171,375,0,0,45,0,0,0,3,0,0,0,0,0,0,0,2,5.6,1.3,0.0,0.7,0,0,0,1,3,0,0,0,11,10,0,0,0,0,2,0,0,1,1,344,198,13
13054,11305,2019-01-02T19:45:00Z,02 Jan 19:45,0,0,False,21,0,48,-158,11903,153,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,204,6
13055,11875,2019-01-12T15:00:00Z,12 Jan 15:00,1,2,False,22,0,48,-436,11512,163,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,217,11
13056,12449,2019-01-19T15:00:00Z,19 Jan 15:00,2,1,True,23,0,48,-624,10890,19,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,228,8
13057,13028,2019-01-30T19:45:00Z,30 Jan 19:45,1,1,True,24,0,47,-383,10525,18,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,239,7
13058,13657,2019-02-02T15:00:00Z,02 Feb 15:00,1,1,False,25,0,47,-198,10324,15,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,242,4
13059,14265,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,True,26,0,47,-275,10051,14,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,257,5
13060,14774,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,False,27,0,47,-240,9807,12,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,261,1
13061,15349,2019-02-27T19:45:00Z,27 Feb 19:45,2,0,True,28,0,47,-65,9765,8,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,280,9
13062,15954,2019-03-02T15:00:00Z,02 Mar 15:00,3,2,False,29,0,47,-94,9667,7,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,286,14
13063,16560,2019-03-09T15:00:00Z,09 Mar 15:00,2,1,True,30,0,47,-83,9588,5,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,300,17
13064,17622,2019-03-30T15:00:00Z,30 Mar 15:00,0,1,False,32,0,47,-59,9474,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,312,3
13065,18270,2019-04-05T19:00:00Z,05 Apr 20:00,1,3,True,33,0,47,-26,9451,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,327,12
13066,18795,2019-04-13T14:00:00Z,13 Apr 15:00,3,1,True,34,0,47,-31,9424,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,338,20
13067,19531,2019-04-20T16:30:00Z,20 Apr 17:30,3,1,False,35,7,47,-56,9369,10,66,0,0,45,1,0,0,1,0,0,0,0,0,0,1,23,35.6,21.6,8.0,6.5,0,0,1,1,3,2,0,0,12,11,0,0,0,0,2,0,1,2,1,344,348,15
13068,19530,2019-04-23T18:45:00Z,23 Apr 19:45,1,1,False,35,1,47,-56,9369,10,66,0,0,16,0,0,0,1,0,0,0,0,0,0,0,6,5.6,0.4,0.0,0.6,0,0,0,1,3,0,1,0,7,4,0,0,0,0,2,0,0,0,2,344,308,18
13069,20280,2019-04-27T14:00:00Z,27 Apr 15:00,3,3,True,36,0,47,369,9779,416,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,358,2
13070,20895,2019-05-04T14:00:00Z,04 May 15:00,3,0,False,37,2,47,-68,9688,43,111,0,0,74,0,0,0,3,0,0,0,0,0,0,0,18,14.4,22.9,8.0,4.5,0,0,0,6,4,2,3,0,37,33,0,0,0,0,2,0,0,2,0,344,369,19
13071,21511,2019-05-12T14:00:00Z,12 May 15:00,1,1,True,38,0,47,152,9866,221,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,378,10
13072,345,2018-08-12T12:30:00Z,12 Aug 13:30,0,0,True,1,1,55,0,13490,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,5,5.0,29.2,6.0,4.0,0,0,0,0,2,2,0,0,13,9,0,0,0,0,0,1,0,0,1,345,8,4
13073,870,2018-08-18T14:00:00Z,18 Aug 15:00,2,1,False,2,1,55,-2692,11316,169,2861,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3,0.0,0.0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,0,345,16,8
13074,1397,2018-08-25T14:00:00Z,25 Aug 15:00,1,2,True,3,1,54,-1698,9782,134,1832,0,0,4,0,0,0,1,0,0,0,0,0,0,0,3,1.0,10.5,0.0,1.2,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,345,28,11
13075,1928,2018-09-01T14:00:00Z,01 Sep 15:00,0,2,False,4,0,54,-1480,8372,59,1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,35,7
13076,2465,2018-09-17T19:00:00Z,17 Sep 20:00,2,2,True,5,0,53,-1175,7212,56,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,47,3
