,id,kickoff_time,kickoff_time_formatted,team_h_score,team_a_score,was_home,round,total_points,value,transfers_balance,selected,transfers_in,transfers_out,loaned_in,loaned_out,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,ea_index,open_play_crosses,big_chances_created,clearances_blocks_interceptions,recoveries,key_passes,tackles,winning_goals,attempted_passes,completed_passes,penalties_conceded,big_chances_missed,errors_leading_to_goal,errors_leading_to_goal_attempt,tackled,offside,target_missed,fouls,dribbles,element,fixture,opponent_team
56,9827,2018-12-26T17:15:00Z,26 Dec 17:15,1,1,False,19,2,48,-1515,140787,5777,7292,0,0,90,0,0,0,1,0,0,0,0,0,2,0,16,22.0,0.0,0.0,2.2,0,0,0,1,7,0,0,0,36,30,0,0,0,0,0,0,0,0,0,2,181,3
57,10395,2018-12-29T17:30:00Z,29 Dec 17:30,5,1,False,20,1,48,-9063,131962,2637,11700,0,0,90,0,0,0,5,0,0,0,0,0,5,0,21,37.8,0.0,0.0,3.8,0,0,0,2,14,0,0,0,32,20,0,0,0,0,0,0,0,0,0,2,196,12
58,10963,2019-01-01T15:00:00Z,01 Jan 15:00,4,1,True,21,3,48,3101,137572,10080,6979,0,0,90,0,0,0,1,0,0,0,0,0,3,0,18,28.2,0.0,0.0,2.8,0,0,0,0,18,0,0,0,38,21,0,0,0,0,0,0,0,0,0,2,201,9
59,11533,2019-01-12T12:30:00Z,12 Jan 12:30,1,0,False,22,2,48,-6048,132250,5364,11412,0,0,90,0,0,0,1,0,0,0,0,0,2,0,15,17.2,0.0,0.0,1.7,0,0,0,0,10,0,0,0,33,26,0,0,0,0,0,0,0,0,0,2,220,19
60,12107,2019-01-19T17:30:00Z,19 Jan 17:30,2,0,True,23,6,48,-8983,123855,2550,11533,0,0,90,0,0,1,0,0,0,0,0,0,1,0,23,11.4,0.0,0.0,1.1,0,0,0,1,11,0,0,0,32,18,0,0,0,0,0,0,0,0,0,2,221,6
61,12686,2019-01-29T19:45:00Z,29 Jan 19:45,2,1,True,24,2,48,11546,137995,16026,4480,0,0,90,0,0,0,1,0,0,0,0,0,1,0,11,8.4,0.0,0.0,0.8,0,0,0,1,10,0,0,0,28,23,0,0,0,0,0,0,0,0,0,2,231,5
62,13269,2019-02-03T16:30:00Z,03 Feb 16:30,3,1,False,25,5,48,-6387,130106,1726,8113,0,0,90,0,0,0,3,0,0,0,0,0,9,1,28,70.8,0.0,0.0,7.1,0,0,0,3,10,0,0,0,38,25,0,0,0,0,0,0,0,0,0,2,248,13
63,13923,2019-02-09T15:00:00Z,09 Feb 15:00,1,2,False,26,3,48,13304,146892,17037,3733,0,0,90,0,0,0,1,0,0,0,0,0,5,0,19,32.8,0.0,0.0,3.3,0,0,0,0,11,0,0,0,29,19,0,0,0,0,0,0,0,0,0,2,254,10
64,14523,2019-02-24T14:05:00Z,24 Feb 14:05,2,0,True,27,7,48,6232,163702,11467,5235,0,0,90,0,0,1,0,0,0,0,0,0,4,0,28,31.4,0.0,0.0,3.1,0,0,0,0,8,0,0,0,28,18,0,0,0,0,0,0,0,0,0,2,261,16
65,15007,2019-02-27T19:45:00Z,27 Feb 19:45,5,1,True,28,3,48,2302,156556,5783,3481,0,0,90,0,0,0,1,0,0,0,0,0,4,0,16,23.6,0.0,0.0,2.4,0,0,0,0,6,0,0,0,29,23,0,0,0,0,0,0,0,0,0,2,271,2
66,15612,2019-03-02T12:30:00Z,02 Mar 12:30,1,1,False,29,2,48,-6959,149525,2309,9268,0,0,90,0,0,0,1,0,0,0,0,0,2,0,11,19.4,0.0,0.0,1.9,0,0,0,0,4,0,0,0,32,17,0,0,0,0,0,0,0,0,0,2,287,17
67,16218,2019-03-10T16:30:00Z,10 Mar 16:30,2,0,True,30,9,48,-3408,146874,2521,5929,0,0,90,0,0,1,0,0,0,0,0,0,4,2,29,31.2,0.0,0.0,3.1,0,0,0,0,9,0,0,0,31,16,0,0,0,0,0,0,0,0,0,2,291,14
68,17132,2019-04-01T19:00:00Z,01 Apr 20:00,2,0,True,32,6,48,7170,156501,13360,6190,0,0,90,0,0,1,0,0,0,0,0,0,1,0,23,10.2,0.0,0.0,1.0,0,0,0,0,9,0,0,0,20,12,0,0,0,0,0,0,0,0,0,2,311,15
69,18034,2019-04-07T13:05:00Z,07 Apr 14:05,1,0,False,33,3,48,36103,201274,38855,2752,0,0,90,0,0,0,1,0,0,0,0,0,5,0,20,41.4,0.0,0.0,4.1,0,0,0,1,9,0,0,0,33,26,0,0,0,0,1,0,0,0,0,2,323,8
70,18407,2019-04-15T19:00:00Z,15 Apr 20:00,0,1,False,34,6,49,12975,209355,32881,19906,0,0,90,0,0,1,0,0,0,0,0,0,2,0,24,16.4,0.0,0.0,1.6,0,0,0,1,6,0,0,0,26,19,0,0,0,0,0,0,0,0,0,2,340,18
71,19082,2019-04-21T15:00:00Z,21 Apr 16:00,2,3,True,35,2,49,47006,263807,51276,4270,0,0,90,0,0,0,3,0,0,0,0,0,4,0,15,31.4,0.0,0.0,3.1,0,0,0,1,5,0,0,0,15,13,0,0,0,0,0,0,0,0,0,2,341,7
72,19081,2019-04-24T18:45:00Z,24 Apr 19:45,3,1,False,35,1,49,47006,263807,51276,4270,0,0,90,0,0,0,3,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,1,3,0,0,0,14,11,0,0,1,0,0,0,0,0,0,2,310,20
73,19938,2019-04-28T11:00:00Z,28 Apr 12:00,3,0,False,36,4,49,-10178,246862,2575,12753,0,0,90,0,0,0,3,0,0,0,0,0,9,0,30,68.0,0.0,0.0,6.8,0,0,0,3,16,0,0,0,26,10,0,0,0,0,0,0,0,0,0,2,355,11
74,20553,2019-05-05T15:30:00Z,05 May 16:30,1,1,True,37,3,49,6482,254837,11915,5433,0,0,90,0,0,0,1,0,0,0,0,0,4,0,15,31.6,0.0,0.0,3.2,0,0,0,1,8,0,0,0,22,17,0,0,0,1,0,0,0,0,0,2,361,3
75,21169,2019-05-12T14:00:00Z,12 May 15:00,1,3,False,38,3,49,-2158,251819,6049,8207,0,0,90,0,0,0,1,0,0,0,0,0,3,0,15,26.0,0.0,0.0,2.6,0,0,0,1,10,0,0,0,32,22,0,0,0,0,0,0,0,0,0,2,372,4
76,3,2018-08-12T15:00:00Z,12 Aug 16:00,0,2,True,1,0,55,0,6155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13
77,528,2018-08-18T16:30:00Z,18 Aug 17:30,3,2,False,2,0,55,-1179,6682,120,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,6
78,1055,2018-08-25T14:00:00Z,25 Aug 15:00,3,1,True,3,0,55,-900,6226,74,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,19
79,1586,2018-09-02T12:30:00Z,02 Sep 13:30,2,3,False,4,0,55,-508,6016,56,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,5
80,2123,2018-09-15T14:00:00Z,15 Sep 15:00,1,2,False,5,0,55,-340,5961,64,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,15
81,2660,2018-09-23T15:00:00Z,23 Sep 16:00,2,0,True,6,0,54,-155,5935,42,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,8
82,3198,2018-09-29T14:00:00Z,29 Sep 15:00,2,0,True,7,0,54,-139,5909,32,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,61,18
83,3737,2018-10-07T11:00:00Z,07 Oct 12:00,1,5,False,8,0,54,-94,5869,32,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74,9
84,4279,2018-10-22T19:00:00Z,22 Oct 20:00,3,1,True,9,0,54,-97,5882,39,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,81,11
85,4825,2018-10-28T13:30:00Z,28 Oct 13:30,2,2,False,10,0,54,-41,5890,41,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,93,7
86,5373,2018-11-03T17:30:00Z,03 Nov 17:30,1,1,True,11,0,54,-60,5900,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101,12
87,5923,2018-11-11T16:30:00Z,11 Nov 16:30,1,1,True,12,0,54,-42,5911,46,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,111,20
88,6475,2018-11-25T13:30:00Z,25 Nov 13:30,1,2,False,13,0,54,-34,5928,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,121,2
89,7028,2018-12-02T14:05:00Z,02 Dec 14:05,4,2,True,14,0,54,-22,5944,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131,17
90,7584,2018-12-05T20:00:00Z,05 Dec 20:00,2,2,False,15,0,54,-13,5977,35,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,145,14
91,8142,2018-12-08T15:00:00Z,08 Dec 15:00,1,0,True,16,0,54,85,6103,195,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,151,10
92,8701,2018-12-16T13:30:00Z,16 Dec 13:30,3,2,False,17,0,54,1641,8214,1959,318,0,0,90,0,0,0,3,0,0,0,1,0,0,0,11,26.2,0.7,7.0,3.4,0,0,0,6,8,0,0,0,92,85,0,0,0,0,0,0,1,2,0,3,167,16
